producto,2008-01,2008-02,2008-03,2008-04,2008-05,2008-06,2008-07,2008-08,2008-09,2008-10,2008-11,2008-12,2009-01,2009-02,2009-03,2009-04,2009-05,2009-06,2009-07,2009-08,2009-09,2009-10,2009-11,2009-12,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12
Trapiche rosado,0,0,0,0,0,0,0,0,0,0.016666666899999998,0.01000000014,0.00500000007,0.01000000014,0.00500000007,0,0.0033333333799999997,0.01000000014,0.00500000007,0.0038461539,0.002500000035,0.001000000014,0,0,0,0,0,0,0,0,0,0,0,0,0.01000000014,0.0033333333799999997,0.002500000035,0.0012500000175,0.002500000035,0.002000000028,0.005000000075,0.004166666729166667,0.011111111277777778,0.00400000006,0,0.01000000015,0.008333333458333333,0.01000000015,0.0125000001875,0.01000000015,0.01000000015,0.03333333383333333,20.0,20.0,0,20.0,0,0,0,0,0,0,29.0,0,0,0,30.0,30.0,30.0,0,25.0,0,25.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cavas de Santino magnum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.5,10.5,10.5,0,0,0,10.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,0,0,0,0,0,0,16.0,16.0,0,0,0,0,0,0,0,0,0,0,0,25.0,25.0,25.0,0
Los Quiroga chico,0,0,0,0,0,0,0,3.5,3.5,3.5,3.5,1.75,3.5,3.5,3.5,3.5,3.5,3.75,3.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Imago,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.625,5.25,5.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0,0,0,0,0,0,0,0,0,0,0,10.5,10.5,10.5,0,11.5,11.5,1.9166666666666667,11.5,11.5,11.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.5,0,0,0,0,0,0,0,0,0,0,40.0,40.0,0,40.0,49.0,0,0,0,0,0
Suc. Abel Michel Torino ABOCADO (Damajuana),0,0,0,0,0,0,0,18.0,18.0,18.5,19.0,20.0,20.0,20.0,20.0,20.0,21.0,21.0,23.0,30.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.25,7.25,7.25,7.25,3.625,7.25,3.625,0,1.8125,0.6041666666666666,0,7.5,1.25,7.5,7.5,7.5,0,7.5,0,9.0,9.0,0,0,9.0,0,9.5,9.5,0,9.5,10.0,10.0,0,10.0,0,11.5,11.5,11.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Esperado bco (Damajuana),0,0,0,0,0,0,0,20.0,21.0,21.0,0,0,22.0,22.0,23.0,23.0,23.0,25.0,27.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.0,0,0,0,0,0,0,0,0,0,0,0,10.0,10.0,10.0,5.5,5.5,0,0,0,45.0,45.0,45.0,0,0,0,0
Bousquet Domaine (Damajuana),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.0,0,15.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.0,0,50.0,50.0,0,0
Viejo Viñedo (Damajuana),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Esperado tto (Damajuana),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,3.6666666666666665,11.0,11.0,11.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.0,16.0,0,40.0,40.0,0,0,0,0,45.0,45.0,45.0,0,45.0,45.0,22.5,45.0,0
xxxxxx (Damajuana),0,0,0,0,0,0,0,17.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.0,36.0,36.0,0,0,0,0,35.0,38.0,38.0,0,0,0,0,30.0,30.0,32.0,0,0,0,0,0,0,0,0,0,0,0,0
Balbo Magnum,0,0,0,0,0,0,0,7.0,7.5,7.5,7.5,7.5,7.5,2.5,7.5,7.5,8.0,8.0,8.5,9.5,9.5,0,0,0,0,0,0,0,0,0,0,0,0,13.0,14.0,5.0,15.0,7.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,7.75,15.5,16.0,16.0,16.0,16.0,17.0,17.0,17.0,2.8333333333333335,18.0,18.0,18.0,18.0,9.0,18.0,19.0,20.0,20.0,20.0,20.0,20.0,20.0,10.0,20.0,20.0,21.0,5.75,23.0,23.0,23.0,23.0,23.0,23.0,23.0,11.5,23.0,23.0,25.0,25.0,26.0,26.0,26.0,26.0,28.0,28.0,28.0,14.0,28.0,0
Santa Ana Rosado,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0,7.0,0,0,0,0,7.0,0,0,0,0,0,9.0,9.0,0,0,0,0,0,0,0,9.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Callia (mejoramos precio),0,0,0,0,0,0,0,13.0,13.0,6.5,13.0,13.0,0,0,13.0,13.0,6.5,13.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.5,17.5,17.5,19.0,19.0,9.75,19.5,19.5,19.5,20.5,20.5,20.5,20.5,0,0,0,0,0,0,7.833333333333333,23.5,23.5,23.5,23.5,23.5,11.75,11.75,0,0,27.0,27.0,27.0,28.0,28.0,28.0,28.0,29.0,29.0,29.0,16.5,0,0,33.0,0,33.0,34.0,34.0,34.0,34.0,34.0,0,17.5,35.0,38.0,38.0,40.0,40.0,42.0,40.0,20.0,40.0,0
Calvet,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.5,0,15.0,15.0,15.0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.0,0,0,0,0,0
Ventus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.5,0,23.5,23.5,23.5,23.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Carcassone tto,0,0,0,0,0,0,0,0,7.9000000954,7.9000000954,7.9000000954,7.9000000954,3.9500000477,7.9000000954,8.25,8.25,8.25,8.5,8.5,8.5,8.5,0,0,0,0,0,0,0,0,0,0,0,0,11.5,11.5,11.5,11.5,11.5,11.5,12.0,12.0,12.5,12.5,12.5,6.25,12.5,14.0,14.0,14.0,14.0,0,16.0,16.0,16.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Castel,0,0,0,0,0,0,0,0,0,0,1.6666666666666667,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.5,0,0,19.0,0,0,19.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Colon Clasico Tinto,0,0,0,0,0,0,0,6.0,6.75,6.75,6.75,6.75,3.375,6.75,6.75,6.75,6.75,6.75,6.75,6.75,6.75,0,0,0,0,0,0,0,0,0,0,0,0,0,11.5,5.75,11.5,11.5,11.5,5.75,11.5,11.5,5.75,11.5,12.0,12.0,12.0,12.0,12.0,6.0,12.0,12.0,4.0,12.5,12.5,13.0,13.0,6.5,7.25,7.25,14.5,14.5,14.5,14.5,15.0,15.0,15.0,7.5,15.0,15.0,15.0,3.75,15.0,16.0,16.0,18.0,18.0,19.0,20.0,21.0,21.0,21.0,21.0,3.5,21.0,10.5,23.0,25.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,0
Colon Cabernet,0,0,0,0,0,0,0,9.5,9.5,9.5,9.5,3.1666666666666665,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,3.1666666666666665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.0,13.0,13.0,14.5,14.5,14.5,14.5,14.5,14.5,14.5,16.5,16.5,8.25,8.25,16.5,8.25,16.5,16.5,16.5,16.5,17.0,17.0,17.0,18.0,18.0,18.0,18.0,18.0,20.0,20.0,20.0,20.0,20.0,10.0,21.0,22.0,22.0,22.0,24.0,24.0,8.0,24.0,24.0,24.0,26.0,27.0,27.0,27.0,27.0,28.0,28.0,28.0,30.0,30.0,30.0,30.0,32.0,32.0,32.0,32.0,0
Colon Merlot,0,0,0,0,0,0,0,0,0,8.5,0,0,0,0,0,0,0,0,0,8.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.5,14.5,14.5,7.25,14.5,14.5,0,0,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,17.0,17.0,17.0,18.0,18.0,18.0,18.0,9.0,0,0,20.0,20.0,0,20.0,21.0,0,0,0,0,0,24.0,24.0,24.0,0,0,0,27.0,27.0,0,28.0,28.0,28.0,0,30.0,30.0,30.0,0,0,0,0,0
Colon Clasico Blanco,0,0,0,0,0,0,0,6.75,6.75,6.75,0,6.75,6.75,0,6.75,6.75,6.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.5,11.5,11.5,11.5,11.5,11.5,0,11.5,11.5,11.5,11.5,5.75,12.0,12.0,6.0,12.0,6.0,12.0,6.0,12.0,13.0,13.0,13.0,13.0,13.0,7.25,14.5,14.5,0,15.0,15.0,15.0,15.0,7.5,15.0,7.5,7.5,7.5,8.0,9.0,9.0,18.0,9.5,9.5,21.0,10.5,10.5,21.0,21.0,21.0,21.0,23.0,25.0,4.5,27.0,27.0,13.5,27.0,27.0,0,0
Concha y Toro TRIVENTO reserbado,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Putruele,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.0,0,0,36.0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cruz del sur magnum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.0,22.0,22.0,25.0,25.0,25.0,25.0,0
Estancia Mendoza,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.25,6.5,6.5,6.5,6.5,6.75,6.75,0,0,0,0,0,0,0,0,0,0,0,0,10.0,10.0,10.0,5.0,10.0,11.0,1.8333333333333333,11.0,1.9166666666666667,11.5,11.5,5.75,11.5,12.75,13.0,13.0,13.0,13.0,13.0,13.0,14.0,14.0,14.5,14.5,14.5,14.5,14.5,14.5,15.0,15.0,15.0,16.0,17.0,17.0,17.0,17.0,17.0,8.5,18.0,18.0,23.0,23.0,20.0,4.2,10.5,21.0,21.0,21.0,23.0,23.0,23.0,11.5,23.0,12.0,12.0,25.0,25.0,12.5,25.0,25.0,25.0,26.0,0
Vieja Mendoza,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.0,0,0,0,18.0,0,18.0,0,18.0,0,0,0,0,15.0,15.0,15.0,16.0,16.0,17.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Giol bco,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Giol tto,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
El Supremo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.0,18.0,21.0,10.5,10.5,21.0,0,21.0,0,0,0,0,0,0,0,0,0,0
Graffigna,0,0,0,0,0,0,0,10.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jerez Florio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.0,22.0,22.0,0,0,0,0,0
Latitud 33,0,0,0,0,0,0,0,5.666666666666667,17.0,0,0,18.0,18.0,18.0,18.0,18.0,18.0,19.0,20.0,20.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.5,27.0,27.0,27.0,27.0,13.5,27.0,27.0,27.0,27.0,27.0,13.5,27.0,30.0,30.0,0,30.0,34.0,37.0,37.0,37.0,35.0,35.0,35.0,0,35.0,36.0,36.0,37.0,37.0,37.0,39.5,39.5,39.5,39.5,39.5,39.5,42.0,21.0,21.0,21.0,0,0,48.0,48.0,48.0,26.0,0,55.0,55.0,55.0,55.0,30.0,60.0,61.0,61.0,70.0,35.0,70.0,70.0,70.0,0
La Quebrada tinto,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lavaque tinto,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Los Arboles tto 3/4,0,0,0,0,0,0,0,0,0,0,0,6.25,4.166666666666667,0,0,0,0,0,14.0,4.666666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,18.0,0,0,0,0,0,19.5,19.5,9.75,19.5,0,20.5,20.5,20.5,0,0,0,0,0,0,0,24.0,24.0,24.0,12.0,12.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.0,31.0,31.0,32.0,32.0,32.0,33.0,35.0,35.0,36.0,36.0,36.0,36.0,37.0,39.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,0
Los Quiroga,0,0,0,0,0,0,0,7.75,8.75,8.75,9.0,9.0,4.5,9.25,9.5,9.5,9.5,9.5,9.5,9.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Michel Torino Borgoña,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Suc. Abel Michel Torino blanco,0,0,0,0,0,0,0,0,0,0,3.75,1.25,3.75,3.75,3.75,3.75,4.0,4.25,4.25,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.0,9.0,4.5,0,8.0,0,8.0,9.0,9.0,9.0,4.5,9.0,9.0,0,0,10.0,0,0,0,0,0,13.0,13.0,13.0,13.0,6.5,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,16.0,0,0
Suc. Abel Michel Torino Tinto,0,0,0,0,0,0,0,3.5,3.5,3.75,3.75,3.75,3.75,3.75,1.875,1.25,0.6666666666666666,1.4166666666666667,4.25,2.25,4.5,0,0,0,0,0,0,0,0,0,0,0,0,6.75,6.75,6.75,7.0,7.0,3.5,7.0,7.0,0.2916666666666667,7.25,7.25,7.25,7.25,7.25,7.25,7.5,7.5,3.75,7.5,7.5,7.75,1.3333333333333333,1.3333333333333333,8.0,1.3333333333333333,9.0,4.5,9.5,4.75,8.0,4.5,9.5,9.5,9.5,4.75,4.75,9.5,9.5,9.5,9.5,11.5,0.9583333333333334,11.5,12.0,6.0,12.0,6.5,0.3611111111111111,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,16.0,16.0,0
Michel Torino seleccion tto,0,0,0,0,0,0,0,1.75,1.75,1.875,3.75,3.75,3.75,0.625,3.9000000954,4.0,2.125,4.25,4.25,4.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,2.25,6.75,3.375,6.75,6.75,7.0,3.5,7.0,7.0,7.0,7.0,7.25,7.25,7.25,3.625,1.8125,7.75,7.75,2.5833333333333335,8.0,4.0,8.0,8.0,4.0,4.0,0.3333333333333333,10.0,10.0,10.0,5.0,10.0,10.0,10.0,10.0,10.0,10.0,10.5,10.5,10.5,5.5,11.0,2.75,11.0,12.0,12.0,12.0,13.0,13.0,13.0,3.25,13.0,6.5,13.0,13.0,6.5,13.0,6.5,4.333333333333333,13.0,6.5,0.625,5.0,0
Benjamin coleccion tardia dulce natural,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.75,0,0,4.75,4.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.5,0,17.0,17.0,0,0,21.5,0,21.5,21.5,0,0,0,0,20.0,0,20.0,0,0,21.0,25.0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.0,29.0,29.0,30.0,15.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.0,44.0,44.0,44.0,44.0,45.0,0
Mistela sanjuanino,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.0,0,0,0,0,17.0,0,17.0,0,17.0,0,12.0,0,12.0,0,0,0,0,12.0,12.0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.0,12.0,0,0,0,0,0,0,15.0,15.0,0,15.0,0,15.0,15.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Portillo,0,0,0,0,0,0,0,4.25,2.125,4.25,0,4.5,4.5,0,4.5,4.5,4.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.0,29.0,29.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Neo Blue,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.0,14.0,14.0,0,18.0,18.0,18.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Norton Tinto,0,0,0,0,0,0,0,10.0,10.0,10.0,10.0,10.0,10.0,0,10.5,10.5,0,0,10.75,10.75,0,0,0,0,0,0,0,0,0,0,0,0,0,15.0,15.0,16.0,16.0,8.0,16.5,16.5,16.5,16.5,8.75,17.5,17.5,17.5,0,19.0,20.0,0,20.0,20.0,0,22.0,22.0,22.0,22.5,0,22.5,7.5,0,0,0,26.0,13.0,26.0,0,0,0,0,11.0,22.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Viñas de Caroya frambua amabile,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.0,11.0,11.0,11.0,11.0,11.0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.0,15.0,0,15.0,7.5,15.0,15.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Parnaso bco,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Parnaso tto,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Parrales Chilecito tto,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Parrales Chilecito bco,0,0,0,0,0,0,0,0,0,3.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pequeña Vasija,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.5,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
puente sur bco,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Puente sur tto,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Puente viejo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
