producto,2007-01,2007-02,2007-03,2007-04,2007-05,2007-06,2007-07,2007-08,2007-09,2007-10,2007-11,2007-12,2008-01,2008-02,2008-03,2008-04,2008-05,2008-06,2008-07,2008-08,2008-09,2008-10,2008-11,2008-12,2009-01,2009-02,2009-03,2009-04,2009-05,2009-06,2009-07,2009-08,2009-09,2009-10,2009-11,2009-12,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12
Ron Bacardi 750cc dorado,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.0,0,0,10.0,0,0,0,0,0,0,0,0,0,40.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.0,0,50.0,0,0,0,0,0,0,0,50.0,0,0,62.0,62.0,0,62.0,0,0,62.0,0,62.0,66.0,66.0,66.0,66.0,0,0,80.0,80.0,0,0,0,75.0,0,90.0,100.0,122.0,0,0,0,0,0,0,0,0,0,190.0,95.0,95.0,0,0,47.5,105.0,105.0,105.0,110.0,0,0,0,0
Ron Bacardi 750 blanco,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.0,13.5,13.5,13.5,13.5,0,6.75,13.5,13.5,13.5,13.5,0,13.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.0,17.0,0,0,0,0,21.0,21.0,21.0,7.0,0,0,0,0,11.25,0,22.5,0,0,0,27.0,27.0,27.0,0,0,23.0,23.0,23.0,26.0,0,26.0,26.0,0,29.0,0,0,29.0,0,0,0,0,0,31.0,10.333333333333334,35.0,35.0,35.0,0,0,0,0,0,0,0,0,0,0,115.0,0,0,0,0
Tequila Sol Azteca,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.0,36.0,0,0,0,0,0,54.0,54.0,0,0,0,0,0,55.0,0,55.0,55.0,73.0,73.0,0,0,0,0,0
Licor El Abuelo,0,0,0,0,0,0,8.0,8.0,8.5,0,0,0,0,8.5,8.5,8.5,0,0,0,0,0,0,0,0,0,0,0,0,0,10.0,10.0,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.0,11.0,11.0,11.0,12.0,6.0,13.5,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,0,15.0,15.0,16.0,16.0,16.0,16.0,16.0,16.0,0,17.0,0,17.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,20.0,20.0,20.0,22.0,22.0,22.0,15.0,30.0,30.0,30.0,0,30.0,30.0,0,0,0,0,0,35.0,0,25.0,25.0,25.0,25.0,25.0,0,0
Coñac Otard Dupuy x 750,0,0,0,0,0,0,0,14.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Desconocido,0,0,0,0,0,0,1.5,1.5,0.25,0.75,0.75,0.5,1.5,0.75,0.75,1.5,1.5,1.6499999762,1.6499999762,0.8249999881,1.6499999762,1.8999999762,0,1.8999999762,1.8999999762,0,0,1.8999999762,1.8999999762,1.8999999762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Whisky Chivas Regal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,195.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gancia One,0,0,0,0,0,0,0,7.25,0,0,0,0,7.25,0,0,0,0,0,0,1.5,0.75,1.5,1.5,1.5,0,0,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.0,43.0,0,45.0,0,50.0,50.0,0,0,50.0,50.0,56.0,56.0,0,58.0,58.0,0,58.0,58.0,0,58.0,0,0,0,0,0,0
Fernet Ramazzoti,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gin New Stlye,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gin Brighton,0,0,0,0,0,0,0,0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Amarula grande,0,0,0,0,0,0,17.0,0,0,0,0,0,0,0,0,17.0,0,0,0,16.0,0,0,0,0,0,0,0,0,0,18.0,0,16.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.0,0,20.0,0,0,0,0,0,0,0,0,20.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,245.0,0,0,0,0,0,0,260.0,0,0,0,0,0,0,0
Piña Colada American Club sabores,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.0,50.0,0,0,25.0,0,0
americano Padilla,0,0,0,0,0,0,0,0,0,0,0,4.25,4.25,2.25,0,0,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Campari,0,0,0,0,0,0,17.5,17.5,0,18.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.0,0,66.0,70.0,0,0,70.0,0,0,70.0,0,70.0,70.0,78.0,78.0,0,0,0,80.0,80.0,82.0,82.0,82.0,82.0,82.0,82.0,82.0,83.0,44.0,44.0,88.0,90.0,90.0,90.0,98.0,100.0,100.0,0
Mariposa licor,0,0,0,0,0,0,0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.0,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,0
Campari 500cc,0,0,0,0,0,0,11.5,11.5,11.5,0,11.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.0,30.0,0,30.0,30.0,30.0,30.0,32.0,32.0,36.0,36.0,40.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.0,68.0,0,0
Lemoncello Cusenier (No Tiene),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.5,0,0,0,0,0,0,0,0,0,13.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.0,0,21.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Whisky Smuggler 1lt (No Tiene),0,0,0,0,0,0,0,17.5,17.5,0,0,0,0,0,0,11.0,22.0,22.0,22.0,0,23.0,0,0,23.0,0,23.0,23.0,23.0,23.0,25.0,25.0,0,25.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.0,0,0,34.0,34.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.0,51.0,0,0,0,0,60.0,60.0,0,0,48.0,0,0,0,48.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Caña quemada Quemaita (No Tiene),0,0,0,0,0,0,0,0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1882 (No Tiene),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tango licor fino (No Tiene),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.5,9.5,0,9.5,0,0,0,0,0,0,0,0,0,12.0,12.0,12.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.0,14.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.0,0,20.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
